Banner Fund,Banner Fund Description,Worktag Type,MyDay ID,MyDay Description,"Related Fund
(expense)","Related Fund Description
(expense)","Related Fund
(revenue)","Related Fund Description
(revenue)","Related
Cost Center","Related
Cost Center Description",Related Program Code,Related Program Code Description
52181,Fogelman Capital Plan,Gift,GF52180,Fogelman Capital Plan,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,null, ,null, 
52190,Tishman Environmen Desi,Gift,GF52190,Tishman Environment Desi,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52191,Tishman Environment Desi,Gift,GF52190,Tishman Environment Desi,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,null, ,null, 
52200,Adelaide H Gadde Sc PS,Gift,GF52200,Adelaide H Gadde Sch PS,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC10200,Scholarship PS BFA,null, 
52201,Adelaide H Gadde Sch PS,Gift,GF52200,Adelaide H Gadde Sch PS,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC10200,Scholarship PS BFA,null, 
52210,Evans Fellowship Quasi,Gift,GF52210,Evans Fellowship Quasi,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC20400,Student Funding NSSR,null, 
52211,Evans Fellowship Quasi,Gift,GF52210,Evans Fellowship Quasi,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC20400,Student Funding NSSR,null, 
52220,Saks Fifth Avenue schol,Gift,GF52220,Saks Fifth Avenue schol,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC10200,Scholarship PS BFA,null, 
52221,Saks Fifth Avenue schol,Gift,GF52220,Saks Fifth Avenue schol,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC10200,Scholarship PS BFA,null, 
52230,Quasi Board Designated,Gift,GF52230,Quasi Board Designated,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52231,Quasi Board Designated,Gift,GF52230,Quasi Board Designated,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,null, ,null, 
52240,Hirshon Quasi Endowed,Gift,GF52240,Hirshon Quasi Endowed,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52241,Hirshon Quasi Endowed,Gift,GF52240,Hirshon Quasi Endowed,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,null, ,null, 
52250,Debate Team Quasi LC,Gift,GF52250,Debate Team Quasi LC,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC25120,General Student Activities LC,PG3802,Student Services
52251,Debate Team Quasi LC,Gift,GF52250,Debate Team Quasi LC,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC25120,General Student Activities LC,PG3802,Student Services
52260,Homer & Constance Mensch,Gift,GF52260,Homer & Constance Mensch,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC45200,College Division,null, 
52261,Homer & Constance Mensch,Gift,GF52260,Homer & Constance Mensch,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC45200,College Division,null, 
52280,IRP Program Support Fd,Gift,GF52280,IRP Program Support Fd,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC15700,Institute for Retired Professionals,PG3008,Instruction
52281,IRP Program Support Fd,Gift,GF52280,IRP Program Support Fd,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC15700,Institute for Retired Professionals,PG3008,Instruction
52290,S W Mason Jr Scholar PS,Gift,GF52290,S W Mason Jr Scholar PS,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC10200,Scholarship PS BFA,null, 
52291,S W Mason Jr Scholar PS,Gift,GF52290,S W Mason Jr Scholar PS,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC10200,Scholarship PS BFA,null, 
52300,NYSO Seminar Quasi Endowmnt,Gift,GF52300,NYSO Seminar Quasi Endowmnt,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC45390,New School Concerts,PG3008,Instruction
52301,NYSO Seminar Quasi Endowmnt_Prncple,Gift,GF52300,NYSO Seminar Quasi Endowmnt_Prncple,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC45390,New School Concerts,PG3008,Instruction
52320,Midtown Sale Proceeds CA_,Gift,GF52320,Midtown Sale Proceeds CA,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52321,Midtown Sale Proceeds CA_Principle,Gift,GF52320,Midtown Sale Proceeds CA_Principle,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52330,Straschill Endowment MA_,Gift,GF52330,Straschil Endowment Fund_MA,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC45200,College Division,null, 
52331,Straschil Endowment Fund_MA,Gift,GF52330,Straschil Endowment Fund_MA,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC45200,College Division,null, 
52340,Mannes Bldg Proceeds_,Gift,GF52340,Mannes Bldg Proceeds,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52341,Mannes Bldg Proceeds_principle,Gift,GF52340,Mannes Bldg Proceeds_principle,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC80200,General Institutional Activity,null, 
52350,Eubie Blake Quasi Endowed Sch,Gift,GF52350,Eubie Blake Quasi Endowed Sch,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC55200,Program Administration - Jazz,null, 
52351,Eubie Blake Quasi Endowed Sch,Gift,GF52350,Eubie Blake Quasi Endowed Sch,FN01,Unrestricted operating fund,FN02,Unrestricted designated fund,CC55200,Program Administration - Jazz,null, 
60000,Endow pooled appreciation_restricte,Gift,GF60000,Endow pooled appreciation_restricted,FN01,Unrestricted operating fund,FN19,Temporarily Restricted Appreciation Fund,null, ,null, 
61000,Robinson Stdnt Schlrshp/Ln Fund,Gift,GF61000,Robinson Stdnt Schlrshp/Ln Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61002,Robinson Stdnt Schlrshp/Ln Fund,Gift,GF61000,Robinson Stdnt Schlrshp/Ln Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61010,A A List Cultural Activities,Gift,GF61010,A A List Cultural Activities,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3700,Academic Support
61012,A A List Cultural Activities,Gift,GF61010,A A List Cultural Activities,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61020,Alexi Gregory Merit Award,Gift,GF61020,Alexi Gregory Merit Award,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
61022,Alexi Gregory Merit Award,Gift,GF61020,Alexi Gregory Merit Award,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61030,Aron Gurwitsch Scholarship,Gift,GF61030,Aron Gurwitsch Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3850,Sponsored Research & Programs
61032,Aron Gurwitsch Scholarship,Gift,GF61030,Aron Gurwitsch Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61040,Elabash Memorial Scholarship,Gift,GF61040,Elabash Memorial Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
61042,Elebash Memorial Scholarship,Gift,GF61040,Elebash Memorial Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61050,FS TR endowment spending transfer,Gift,GF61050,FS TR endowment spending transfer,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
61062,FS PR transfer,Gift,GF61060,FS PR transfer,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61070,Brent Robinson Scholarship,Gift,GF61070,Brent Robinson Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61072,Brent Robinson Scholarship,Gift,GF61070,Brent Robinson Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61080,B Watkins Memorial Scholarship,Gift,GF61080,B Watkins Memorial Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3700,Academic Support
61082,B Watkins Memorial Scholarship,Gift,GF61080,B Watkins Memorial Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61100,C V Starr Scholarship Mannes,Gift,GF61100,C V Starr Scholarship Mannes,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
61102,C V Starr Scholarship Mannes,Gift,GF61100,C V Starr Scholarship Mannes,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61110,C V Starr Scholarship Parsons,Gift,GF61110,C V Starr Scholarship Parsons,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61112,C V Starr Scholarship Parsons,Gift,GF61110,C V Starr Scholarship Parsons,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61120,Carole Little Scholarship,Gift,GF61120,Carole Little Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61122,Carole Little Scholarship,Gift,GF61120,Carole Little Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61140,Charles C Paterson Scholarship,Gift,GF61140,Charles C Paterson Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61142,Charles C Paterson Scholarship,Gift,GF61140,Charles C Paterson Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61150,Commingled Endowment,Gift,GF61150,Commingled Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC80200,General Institutional Activity,null, 
61151,Endowment Pledge pool,Gift,GF61151,Endowment Pledge pool,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC80200,General Institutional Activity,null, 
61160,D & J Lemelson Scholarship,Gift,GF61160,D & J Lemelson Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,null, 
61162,D & J Lemelson Scholarship,Gift,GF61160,D & J Lemelson Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61170,David Randolph Endowment,Gift,GF61170,David Randolph Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15730,Vera List Center,PG3700,Academic Support
61172,David Randolph Endowment,Gift,GF61170,David Randolph Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61180,Democracy & Cultural Pluralism,Gift,GF61180,Democracy & Cultural Pluralism,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15730,Vera List Center,PG3850,Sponsored Research & Programs
61182,Democracy & Cultural Pluralism,Gift,GF61180,Democracy & Cultural Pluralism,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3850,Sponsored Research & Programs
61190,DeWind Scholarship,Gift,GF61190,DeWind Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40110,Student Scholarship Office MM,PG3700,Academic Support
61192,DeWind Scholarship,Gift,GF61190,DeWind Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61200,D Hirshon Fellowship/Schlrshp,Gift,GF61200,D Hirshon Fellowship/Schlrshp,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40110,Student Scholarship Office MM,PG3700,Academic Support
61202,D Hirshon Fellowship/Schlrshp,Gift,GF61200,D Hirshon Fellowship/Schlrshp,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61210,Eberstadt NSSR Professor,Gift,GF61210,Eberstadt NSSR Professor,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30300,Program Admin. LA,PG3008,Instruction
61212,Eberstadt NSSR Professor,Gift,GF61210,Eberstadt NSSR Professor,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61220,Edison Foundation Scholarship,Gift,GF61220,Edison Foundation Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3700,Academic Support
61222,Edison Foundation Scholarship,Gift,GF61220,Edison Foundation Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61230,Elinor G Black Endowment,Gift,GF61230,Elinor G Black Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
61232,Elinor G Black Endowment,Gift,GF61230,Elinor G Black Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61240,Epstein IRP Scholarship,Gift,GF61240,Epstein IRP Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15700,Institute for Retired Professionals,PG3700,Academic Support
61242,Epstein IRP Scholarship,Gift,GF61240,Epstein IRP Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61250,Estelle Tolkin Lecture,Gift,GF61250,Estelle Tolkin Lecture,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15700,Institute for Retired Professionals,PG3008,Instruction
61252,Estelle Tolkin Lecture,Gift,GF61250,Estelle Tolkin Lecture,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61260,Eugene M Lang Fund,Gift,GF61260,Eugene M Lang Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3700,Academic Support
61262,Eugene M Lang Fund,Gift,GF61260,Eugene M Lang Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61270,Felheim Pearl & Robert Fund,Gift,GF61270,Felheim Pearl & Robert Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15201,BA revenue Adult Education,PG3700,Academic Support
61272,Felheim Pearl & Robert Fund,Gift,GF61270,Felheim Pearl & Robert Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61280,Frank Altschul Fellowship,Gift,GF61280,Frank Altschul Fellowship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
61282,Frank Altschul Fellowship,Gift,GF61280,Frank Altschul Fellowship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61300,George F Kettle Scholarship,Gift,GF61300,George F Kettle Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3700,Academic Support
61302,George F Kettle Scholarship,Gift,GF61300,George F Kettle Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61320,Halle Endowment,Gift,GF61320,Halle Endowment,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3700,Academic Support
61322,Halle Endowment,Gift,GF61320,Halle Endowment,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61340,Hans Jonas Chair,Gift,GF61340,Hans Jonas Chair,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30300,Program Admin. LA,PG3700,Academic Support
61342,Hans Jonas Chair,Gift,GF61340,Hans Jonas Chair,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61350,Hans Maeder Memorial Lectureshp,Gift,GF61350,Hans Maeder Memorial Lectureshp,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20001,Dean's Office NSSR,PG3008,Instruction
61352,Hans Maeder Memorial Lectureshp,Gift,GF61350,Hans Maeder Memorial Lectureshp,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61360,Hans Speier Professor,Gift,GF61360,Hans Speier Professor,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3008,Instruction
61362,Hans Speier Professor,Gift,GF61360,Hans Speier Professor,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61370,Henry Cohen Professorship,Gift,GF61370,Henry Cohen Professorship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40460,Mngmt. Core Campus Admin. MM,PG3008,Instruction
61372,Henry Cohen Professorship,Gift,GF61370,Henry Cohen Professorship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61380,Heuss Chair,Gift,GF61380,Heuss Chair,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,PG3008,Instruction
61382,Heuss Chair,Gift,GF61380,Heuss Chair,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3008,Instruction
61390,Hoerle Parsons Financial Aid,Gift,GF61390,Hoerle Parsons Financial Aid,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,PG3700,Academic Support
61392,Hoerle Parsons Financial Aid,Gift,GF61390,Hoerle Parsons Financial Aid,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,PG3700,Academic Support
61400,Inner City Scholarship,Gift,GF61400,Inner City Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC88820,Financial Aid,PG3700,Academic Support
61402,Inner City Scholarship,Gift,GF61400,Inner City Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,null, ,null, 
61410,Isador Lubin Fellowship,Gift,GF61410,Isador Lubin Fellowship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40110,Student Scholarship Office MM,PG3700,Academic Support
